seed,parent_id,child_id,root_id,transition,candidate,family,rank,offline_oracle_auc,current_cosine_auc,auc,normalized_oracle_excess_recovery,old_fpr,current_tpr,historical_address_state_bytes
73613,6,11,6,A->B,rank-128,low_rank_gaussian,128,0.8992761095528791,0.516401996370236,0.8902525710828796,0.9774002544752695,0.05821371451020241,0.6189655065536499,200200
73613,6,11,6,A->B,full-covariance,full_covariance_gaussian,,0.8992761095528791,0.516401996370236,0.8946467854589452,0.9884057072707958,0.08373205363750458,0.6974138021469116,591368
73613,8,12,4,B->C,rank-0,low_rank_gaussian,0,0.9838485799085821,0.8061431280272974,0.8118980860660734,0.6446192032329683,0.29714739322662354,0.8240670561790466,3080
73613,8,12,4,B->C,rank-8,low_rank_gaussian,8,0.9838485799085821,0.8061431280272974,0.9530568990094181,0.9363609150098535,0.1917591243982315,0.9383092522621155,15400
73613,8,12,4,B->C,rank-16,low_rank_gaussian,16,0.9838485799085821,0.8061431280272974,0.967790702025219,0.9668121835008856,0.13391442596912384,0.9421173334121704,27720
73613,8,12,4,B->C,rank-32,low_rank_gaussian,32,0.9838485799085821,0.8061431280272974,0.9699168258895864,0.9712063761319131,0.09825673699378967,0.9345011711120605,52360
73613,8,12,4,B->C,rank-64,low_rank_gaussian,64,0.9838485799085821,0.8061431280272974,0.9699234643688677,0.9712200962905679,0.07765451818704605,0.9253618121147156,101640
73613,8,12,4,B->C,rank-128,low_rank_gaussian,128,0.9838485799085821,0.8061431280272974,0.9689258819823223,0.9691583306308779,0.07290016114711761,0.9223153591156006,200200
73613,8,12,4,B->C,full-covariance,full_covariance_gaussian,,0.9838485799085821,0.8061431280272974,0.9733157272816152,0.9782310973632351,0.11331220716238022,0.9428789615631104,591368
73613,0,13,0,A+B->C,rank-0,low_rank_gaussian,0,0.9662820477228246,0.5382754264932469,0.6606404686220346,0.3445135179588242,0.30270954966545105,0.5286885499954224,3080
73613,0,13,0,A+B->C,rank-8,low_rank_gaussian,8,0.9662820477228246,0.5382754264932469,0.9475701336738801,0.9598699668144473,0.18924640119075775,0.9270491600036621,15400
73613,0,13,0,A+B->C,rank-16,low_rank_gaussian,16,0.9662820477228246,0.5382754264932469,0.9563026609847171,0.9785979606402526,0.14479254186153412,0.9245901703834534,27720
73613,0,13,0,A+B->C,rank-32,low_rank_gaussian,32,0.9662820477228246,0.5382754264932469,0.9644108910203911,0.9959870711052,0.09779847413301468,0.9188524484634399,52360
73613,0,13,0,A+B->C,rank-64,low_rank_gaussian,64,0.9662820477228246,0.5382754264932469,0.9697852611707223,1.0075130781144295,0.06731583178043365,0.8991803526878357,101640
73613,0,13,0,A+B->C,rank-128,low_rank_gaussian,128,0.9662820477228246,0.5382754264932469,0.9690865271165031,1.0060145557980942,0.05969517305493355,0.8868852257728577,200200
73613,0,13,0,A+B->C,full-covariance,full_covariance_gaussian,,0.9662820477228246,0.5382754264932469,0.9717719770686137,1.0117738381149355,0.06900931149721146,0.9139344096183777,591368
