run,row,task,baseline_nll,ablated_nll,delta_nll
r2-E,1,INC,0.8839535215922765,1.7984069912774223,0.9144534696851458
r2-E,1,SWAP,0.8676518177986146,1.5096973698479788,0.6420455520493642
r2-E,1,REVERSE_ROTATE,0.9216521508353096,1.6553907517024449,0.7337386008671352
r2-E,1,REVERSE_INC,0.6885479358264378,1.681843263081142,0.9932953272547042
r2-E,1,REVERSE_SWAP,0.8591607550212316,1.6089800650732855,0.7498193100520542
r2-E,1,ROTATE_INC,0.6973254091399057,1.5653551769256593,0.8680297677857536
r2-E,1,ROTATE_SWAP,0.9529637820380076,1.658019806998117,0.7050560249601092
r2-E,1,INC_SWAP,0.5055491314615522,1.5732354967934743,1.0676863653319222
r2-E,2,REVERSE,0.7730817474637712,0.779223393031529,0.0061416455677577
r2-E,2,ROTATE,0.708354687009539,0.7322797986439297,0.0239251116343907
r2-E,2,INC,0.8839535215922765,0.8853639207567487,0.0014103991644722
r2-E,2,SWAP,0.8676518177986146,0.8822508134160723,0.0145989956174577
r2-E,2,REVERSE_ROTATE,0.9216521508353096,0.961063769204276,0.0394116183689662
r2-E,2,REVERSE_INC,0.6885479358264378,0.6916760778427125,0.0031281420162746
r2-E,2,REVERSE_SWAP,0.8591607550212316,0.8630160113743374,0.0038552563531057
r2-E,2,ROTATE_INC,0.6973254091399057,0.6957526350021362,-0.0015727741377694
r2-E,2,ROTATE_SWAP,0.9529637820380076,0.9621467678887504,0.0091829858507428
r2-E,2,INC_SWAP,0.5055491314615522,0.5062891278948103,0.000739996433258
r2-E,3,REVERSE,0.7730817474637712,0.8519173496110098,0.0788356021472386
r2-E,3,ROTATE,0.708354687009539,0.8229732544081552,0.1146185673986162
r2-E,3,INC,0.8839535215922765,0.9059921898160662,0.0220386682237897
r2-E,3,SWAP,0.8676518177986146,0.9340470160756792,0.0663951982770646
r2-E,3,REVERSE_ROTATE,0.9216521508353096,1.0779635749544416,0.1563114241191319
r2-E,3,REVERSE_INC,0.6885479358264378,0.6888852473667689,0.0003373115403311
r2-E,3,REVERSE_SWAP,0.8591607550212316,0.9181351045199804,0.0589743494987486
r2-E,3,ROTATE_INC,0.6973254091399057,0.7215806354795183,0.0242552263396126
r2-E,3,ROTATE_SWAP,0.9529637820380076,1.0291991993359155,0.0762354172979082
r2-E,3,INC_SWAP,0.5055491314615522,0.5292441923277719,0.0236950608662196
r2-E,4,REVERSE,0.7730817474637712,0.7705115972246442,-0.0025701502391269
r2-E,4,ROTATE,0.708354687009539,0.7277826952934265,0.0194280082838875
r2-E,4,INC,0.8839535215922765,0.8891974009786333,0.0052438793863568
r2-E,4,SWAP,0.8676518177986146,0.8775598573684692,0.0099080395698546
r2-E,4,REVERSE_ROTATE,0.9216521508353096,0.9637203802381245,0.0420682294028146
r2-E,4,REVERSE_INC,0.6885479358264378,0.6874379927771432,-0.0011099430492945
r2-E,4,REVERSE_SWAP,0.8591607550212316,0.8601984439577375,0.0010376889365059
r2-E,4,ROTATE_INC,0.6973254091399057,0.6976078077725002,0.0002823986325944
r2-E,4,ROTATE_SWAP,0.9529637820380076,0.9668886194910322,0.0139248374530247
r2-E,4,INC_SWAP,0.5055491314615522,0.5060136246681214,0.0004644932065691
