replicate,input_family,candidate_family,candidate_kind,matching_family,recruitment,mean_value,median_value,positive_fraction,mean_loss
0,LOCAL_RULE,LOCAL_RULE,trained,1,0.0,0.0,0.0,0.0,8.535871839150786
0,LOCAL_RULE,LOCAL_RULE,trained,1,0.0001,0.00037572905421252146,0.0003819465637207,1.0,8.535496110096574
0,LOCAL_RULE,LOCAL_RULE,trained,1,0.0003,0.0011207628995179655,0.0011303424835205,1.0,8.534751076251268
0,LOCAL_RULE,LOCAL_RULE,trained,1,0.001,0.003706745803356123,0.0037262439727783,1.0,8.53216509334743
0,LOCAL_RULE,LOCAL_RULE,trained,1,0.003,0.011056298390030814,0.011067867279052651,1.0,8.524815540760756
0,LOCAL_RULE,LOCAL_RULE,trained,1,0.01,0.03660666570067401,0.0368051528930664,1.0,8.499265173450112
0,LOCAL_RULE,LOCAL_RULE,trained,1,0.02,0.07262406311929222,0.0728974342346191,1.0,8.463247776031494
0,LOCAL_RULE,LOCAL_RULE,trained,1,0.05,0.17895146273076531,0.177750825881958,1.0,8.356920376420021
0,LOCAL_RULE,LOCAL_RULE,trained,1,0.1,0.3645389024168253,0.35838127136230463,1.0,8.171332936733961
0,LOCAL_RULE,LOCAL_RULE,trained,1,0.25,0.732089115306735,0.6911540031433105,1.0,7.803782723844051
0,LOCAL_RULE,LOCAL_RULE,trained,1,0.5,1.032234564423561,0.9916071891784668,0.9921875,7.503637274727225
0,LOCAL_RULE,LOCAL_RULE,trained,1,1.0,1.2409587111324072,1.1236393451690674,0.9375,7.294913128018379
0,LOCAL_RULE,LOOKUP,trained,0,0.0,0.0,0.0,0.0,8.535871839150786
0,LOCAL_RULE,LOOKUP,trained,0,0.0001,0.00015657208859916645,0.0001580715179443,0.99609375,8.535715267062187
0,LOCAL_RULE,LOOKUP,trained,0,0.0003,0.0004573743790387624,0.00045728683471675004,0.99609375,8.535414464771748
0,LOCAL_RULE,LOOKUP,trained,0,0.001,0.0014817323535680305,0.0014691352844238,0.99609375,8.534390106797218
