run,replicate,topology,variant,random_depth,stability_weight,step,consumed_tokens,train_loss,main_loss,stability_loss,learning_rate,grad_norm,training_elapsed_seconds,training_tokens_per_second,seconds_per_million_tokens,avg_recurrent_iterations,recurrent_iteration_fraction,validation_nll,validation_ppl,validation_tokens,parameters,peak_vram_bytes
2d-r1-F,1,2d,F,False,0.1,250,250000,5.017228603363037,5.009805679321289,0.0742299035191536,0.0002954100398908,1.6926556825637815,10.77600019900001,23199.70261537296,43.10400079600004,12.0,1.0,5.083276947339376,161.3017682138764,49152,1173632,491099648
2d-r1-F,1,2d,F,False,0.1,500,500000,4.576159477233887,4.568173885345459,0.0798579379916191,0.0002683710764094,2.7730300426483154,20.703899358000854,24150.04011342332,41.40779871600171,12.0,1.0,4.401068637768428,81.53795666396944,49152,1173632,491099648
2d-r1-F,1,2d,F,False,0.1,1000,1000000,4.101043701171875,4.093282699584961,0.0776092261075973,0.0001623869018208,2.0665292739868164,40.9898252770015,24396.29818478583,40.9898252770015,12.0,1.0,4.003899738192558,54.811484227459474,49152,1173632,491099648
2d-r1-F,1,2d,F,False,0.1,2000,2000000,4.083702564239502,4.076107501983643,0.0759521722793579,0.0,2.114853382110596,80.36845983200351,24885.38419400667,40.18422991600176,12.0,1.0,3.8406566927830377,46.55603741722624,49152,1173632,491099648
2d-r1-H,1,2d,H,True,0.1,250,250000,5.090452671051025,5.073890209197998,0.1656264662742614,0.0002954100398908,1.657470941543579,8.765305395999576,28521.53903434993,35.061221583998304,8.84,0.7366666666666667,5.171566744645436,176.19066713463732,49152,1173632,492533248
2d-r1-H,1,2d,H,True,0.1,500,500000,4.583430290222168,4.573852062225342,0.0957811996340751,0.0002683710764094,2.001784086227417,16.70348585699935,29933.871545171056,33.4069717139987,8.886,0.7404999999999999,4.425134638945262,83.5240520553007,49152,1173632,492533248
2d-r1-H,1,2d,H,True,0.1,1000,1000000,4.125380039215088,4.112175941467285,0.1320416778326034,0.0001623869018208,2.320969820022583,32.46200077499884,30805.248479020644,32.46200077499884,8.947,0.7455833333333333,4.018875276048978,55.638492676829,49152,1173632,492533248
2d-r1-H,1,2d,H,True,0.1,2000,2000000,4.094879150390625,4.084831237792969,0.1004798859357833,0.0,2.051035165786743,63.85781843300083,31319.579169438523,31.92890921650041,8.9785,0.7482083333333334,3.8518353601296735,47.07939162381694,49152,1173632,492533248
2d-r2-A,2,2d,A,False,0.0,250,250000,5.175732612609863,5.175732612609863,,0.0002954100398908,2.8471996784210205,10.539529782001637,23720.223308911296,42.15811912800655,12.0,1.0,5.111005117495854,165.83695675916667,49152,1173632,486587904
2d-r2-A,2,2d,A,False,0.0,500,500000,4.590842723846436,4.590842723846436,,0.0002683710764094,2.9349966049194336,20.237901096003043,24706.119356357038,40.475802192006086,12.0,1.0,4.417565802733104,82.89425859389023,49152,1173632,486587904
2d-r2-A,2,2d,A,False,0.0,1000,1000000,3.913980722427368,3.913980722427368,,0.0001623869018208,2.2788026332855225,39.54453965200423,25287.94136434756,39.54453965200423,12.0,1.0,4.020323346058528,55.719119471984,49152,1173632,486587904
2d-r2-A,2,2d,A,False,0.0,2000,2000000,3.866488218307495,3.866488218307495,,0.0,2.1071596145629883,77.34464565700296,25858.28641415355,38.67232282850148,12.0,1.0,3.862791314721108,47.5980271867091,49152,1173632,486587904
2d-r2-B,2,2d,B,True,0.0,250,250000,5.257255554199219,5.257255554199219,0.2793169617652893,0.0002954100398908,1.6475156545639038,9.267498908999867,26975.99454338425,37.06999563599948,9.176,0.7646666666666667,5.1895626584688825,179.390081040865,49152,1173632,492577792
2d-r2-B,2,2d,B,True,0.0,500,500000,4.647307395935059,4.647307395935059,0.1661327481269836,0.0002683710764094,2.632786512374878,17.537794155998654,28509.85680140277,35.07558831199731,9.15,0.7625000000000001,4.476414889097214,87.91890795262464,49152,1173632,492577792
2d-r2-B,2,2d,B,True,0.0,1000,1000000,3.956172227859497,3.956172227859497,0.3506292700767517,0.0001623869018208,1.9844521284103396,34.234226976999025,29210.532508061908,34.234226976999025,9.147,0.76225,4.0632147540648775,58.16098412435801,49152,1173632,492577792
2d-r2-B,2,2d,B,True,0.0,2000,2000000,3.9076180458068848,3.9076180458068848,0.2252860963344574,0.0,2.136008977890014,66.92629825999757,29883.61902566808,33.46314912999878,9.0505,0.7542083333333333,3.895588164528211,49.18497371374727,49152,1173632,492577792
2d-r2-F,2,2d,F,False,0.1,250,250000,5.173348426818848,5.165307521820068,0.0804106220602989,0.0002954100398908,4.637757778167725,10.919432225002083,22894.963295580357,43.67772890000833,12.0,1.0,5.0828509132067365,161.233062791429,49152,1173632,491099648
2d-r2-F,2,2d,F,False,0.1,500,500000,4.5833048820495605,4.575432777404785,0.0787228271365165,0.0002683710764094,2.772456407546997,21.54727781500401,23204.787365382886,43.09455563000802,12.0,1.0,4.3985312183698015,81.33132294008317,49152,1173632,491099648
2d-r2-F,2,2d,F,False,0.1,1000,1000000,3.890451669692993,3.882703065872192,0.0774862989783287,0.0001623869018208,2.306069612503052,42.099320897002826,23753.3522796372,42.099320897002826,12.0,1.0,3.9996089935302734,54.57680597635026,49152,1173632,491099648
2d-r2-F,2,2d,F,False,0.1,2000,2000000,3.843369960784912,3.835542917251587,0.0782708972692489,0.0,2.0640602111816406,81.95745893800472,24402.90396890983,40.97872946900236,12.0,1.0,3.839148039619128,46.48585345901469,49152,1173632,491099648
2d-r2-H,2,2d,H,True,0.1,250,250000,5.210038661956787,5.195988655090332,0.1404978930950164,0.0002954100398908,1.7293274402618408,9.330606365000904,26793.542693832824,37.322425460003615,9.176,0.7646666666666667,5.123887072006862,167.9870800542313,49152,1173632,492577792
2d-r2-H,2,2d,H,True,0.1,500,500000,4.609979152679443,4.601357460021973,0.0862183570861816,0.0002683710764094,2.438596487045288,17.724621729000546,28209.34672935296,35.44924345800109,9.15,0.7625000000000001,4.429420391718547,83.88278366143194,49152,1173632,492577792
2d-r2-H,2,2d,H,True,0.1,1000,1000000,3.9320602416992183,3.9134037494659424,0.1865642070770263,0.0001623869018208,1.84604012966156,34.482560052004374,29000.166997225973,34.482560052004374,9.147,0.76225,4.024539237221082,55.95452108046786,49152,1173632,492577792
2d-r2-H,2,2d,H,True,0.1,2000,2000000,3.869577646255493,3.859623908996582,0.099538505077362,0.0,2.132237434387207,66.69685946700838,29986.419390395746,33.34842973350419,9.0505,0.7542083333333333,3.8529284497102094,47.13088175279376,49152,1173632,492577792
2d-r3-A,3,2d,A,False,0.0,250,250000,5.18546199798584,5.18546199798584,,0.0002954100398908,2.2333993911743164,10.539894478999486,23719.40255171621,42.15957791599794,12.0,1.0,5.110788454612096,165.80102993802635,49152,1173632,486587904
2d-r3-A,3,2d,A,False,0.0,500,500000,4.590771675109863,4.590771675109863,,0.0002683710764094,3.2365663051605225,20.02669770100033,24966.672362314886,40.05339540200066,12.0,1.0,4.446857303380966,85.35826690122843,49152,1173632,486587904
2d-r3-A,3,2d,A,False,0.0,1000,1000000,4.340657234191895,4.340657234191895,,0.0001623869018208,2.4662485122680664,39.22226847600018,25495.72064175464,39.22226847600018,12.0,1.0,4.046556711196899,57.2001608930239,49152,1173632,486587904
2d-r3-A,3,2d,A,False,0.0,2000,2000000,4.031353950500488,4.031353950500488,,0.0,2.5740902423858643,77.53947575699863,25793.313411968516,38.76973787849931,12.0,1.0,3.88470621407032,48.652646896575725,49152,1173632,486587904
2d-r3-B,3,2d,B,True,0.0,250,250000,5.265615463256836,5.265615463256836,0.174770712852478,0.0002954100398908,2.172642469406128,8.727047079995828,28646.574002453934,34.90818831998331,8.984,0.7486666666666667,5.19167897105217,179.7701285344895,49152,1173632,492533248
2d-r3-B,3,2d,B,True,0.0,500,500000,4.6280598640441895,4.6280598640441895,0.2829927206039428,0.0002683710764094,2.845848798751831,17.01480726499426,29386.16889470647,34.02961452998852,9.038,0.7531666666666667,4.491040637095769,89.21423723395795,49152,1173632,492533248
2d-r3-B,3,2d,B,True,0.0,1000,1000000,4.361233234405518,4.361233234405518,0.2601533532142639,0.0001623869018208,2.137056589126587,33.20753867299686,30113.644068813897,33.20753867299686,9.03,0.7525,4.0816990087429685,59.24604393419513,49152,1173632,492533248
2d-r3-B,3,2d,B,True,0.0,2000,2000000,4.061046123504639,4.061046123504639,0.2321880161762237,0.0,2.2114176750183105,65.90516831000014,30346.633675109355,32.95258415500007,9.034,0.7528333333333334,3.918052698175112,50.30239539682699,49152,1173632,492533248
2d-r3-F,3,2d,F,False,0.1,250,250000,5.148069381713867,5.140230655670166,0.0783876180648803,0.0002954100398908,1.781031847000122,11.094822559002296,22533.03274302039,44.37929023600918,12.0,1.0,5.069848388433456,159.1501965034785,49152,1173632,491099648
2d-r3-F,3,2d,F,False,0.1,500,500000,4.56590747833252,4.558052062988281,0.078556403517723,0.0002683710764094,2.622232675552368,21.438693614999693,23322.316600959883,42.877387229999385,12.0,1.0,4.416920632123947,82.84079490303311,49152,1173632,491099648
2d-r3-F,3,2d,F,False,0.1,1000,1000000,4.313254833221436,4.3056182861328125,0.0763656795024871,0.0001623869018208,2.0454893112182617,42.49814191699875,23530.44050615333,42.49814191699875,12.0,1.0,4.017914245525996,55.58504807217542,49152,1173632,491099648
2d-r3-F,3,2d,F,False,0.1,2000,2000000,4.011285781860352,4.00373125076294,0.0755432695150375,0.0,2.7255699634552,83.60369711899762,23922.387034550557,41.80184855949881,12.0,1.0,3.85486779610316,47.222373546782336,49152,1173632,491099648
2d-r3-H,3,2d,H,True,0.1,250,250000,5.210077285766602,5.200024604797363,0.1005291193723678,0.0002954100398908,1.5844776630401611,8.711179615997025,28698.75390250309,34.8447184639881,8.984,0.7486666666666667,5.136614163716634,170.13873010851503,49152,1173632,492533248
2d-r3-H,3,2d,H,True,0.1,500,500000,4.606249809265137,4.591928482055664,0.1432144939899444,0.0002683710764094,3.049683094024658,16.734316507995572,29878.72254962445,33.468633015991145,9.038,0.7531666666666667,4.447951287031174,85.45169854665643,49152,1173632,492533248
2d-r3-H,3,2d,H,True,0.1,1000,1000000,4.314687728881836,4.301194190979004,0.1349360197782516,0.0001623869018208,2.0301389694213867,32.82369489099506,30465.79622802741,32.82369489099506,9.03,0.7525,4.03386951982975,56.47903570512813,49152,1173632,492533248
2d-r3-H,3,2d,H,True,0.1,2000,2000000,4.015949726104736,4.006047248840332,0.0990228056907653,0.0,2.37044358253479,64.18928112499407,31157.85011060419,32.094640562497034,9.034,0.7528333333333334,3.863213742772738,47.618138176019,49152,1173632,492533248
2d-r4-A,4,2d,A,False,0.0,250,250000,5.137788772583008,5.137788772583008,,0.0002954100398908,2.781989097595215,10.362067461001516,24126.45940985188,41.44826984400606,12.0,1.0,5.144435495138168,171.47465906564744,49152,1173632,486587904
2d-r4-A,4,2d,A,False,0.0,500,500000,4.4585137367248535,4.4585137367248535,,0.0002683710764094,2.317922353744507,20.337612131003425,24584.990449187542,40.67522426200685,12.0,1.0,4.458875844875972,86.39033834754498,49152,1173632,486587904
2d-r4-A,4,2d,A,False,0.0,1000,1000000,4.409857273101807,4.409857273101807,,0.0001623869018208,2.434414863586426,40.42691054800434,24735.99853277348,40.42691054800434,12.0,1.0,4.056165372331937,57.75242687520131,49152,1173632,486587904
2d-r4-A,4,2d,A,False,0.0,2000,2000000,3.940440654754639,3.940440654754639,,0.0,2.2361810207366943,79.82529105700655,25054.716036947702,39.91264552850328,12.0,1.0,3.9004564930995302,49.42500613081825,49152,1173632,486587904
2d-r4-B,4,2d,B,True,0.0,250,250000,5.246973037719727,5.246973037719727,0.2697045803070068,0.0002954100398908,1.8542931079864504,9.112972855999487,27433.41870434888,36.45189142399795,9.092,0.7576666666666667,5.252644071976344,191.07080611169255,49152,1173632,492533248
2d-r4-B,4,2d,B,True,0.0,500,500000,4.524530410766602,4.524530410766602,0.1992458999156952,0.0002683710764094,2.1268341541290283,17.535005820999686,28514.39030611594,35.07001164199937,9.036,0.753,4.52696818113327,92.47775981096014,49152,1173632,492533248
2d-r4-B,4,2d,B,True,0.0,1000,1000000,4.4352216720581055,4.4352216720581055,0.2791498005390167,0.0001623869018208,1.9637248516082764,33.96096600799956,29445.56994534397,33.96096600799956,9.008,0.7506666666666666,4.098099052906036,60.22569285678267,49152,1173632,492533248
2d-r4-B,4,2d,B,True,0.0,2000,2000000,3.971502065658569,3.971502065658569,0.252770721912384,0.0,1.9945098161697388,66.43012630599947,30106.822178650214,33.21506315299973,8.9765,0.7480416666666666,3.9296648651361465,50.88991982466993,49152,1173632,492533248
2d-r4-F,4,2d,F,False,0.1,250,250000,5.1008782386779785,5.093332290649414,0.0754605457186698,0.0002954100398908,1.5717175006866455,11.211750576999975,22298.03439552565,44.8470023079999,12.0,1.0,5.104604522387187,164.77889128145767,49152,1173632,491099648
2d-r4-F,4,2d,F,False,0.1,500,500000,4.420457363128662,4.412452220916748,0.0800492912530899,0.0002683710764094,2.5676469802856445,21.60376951700073,23144.109161437464,43.20753903400146,12.0,1.0,4.419091194868088,83.02080133309738,49152,1173632,491099648
2d-r4-F,4,2d,F,False,0.1,1000,1000000,4.386776924133301,4.379092693328857,0.0768424868583679,0.0001623869018208,2.591735601425171,42.23624362399983,23676.34794661928,42.23624362399983,12.0,1.0,4.028962602217992,56.20257656595236,49152,1173632,491099648
2d-r4-F,4,2d,F,False,0.1,2000,2000000,3.909432172775269,3.9016406536102295,0.0779163539409637,0.0,2.307666301727295,83.40661703000433,23978.91283949964,41.70330851500216,12.0,1.0,3.871293157339096,48.00442323248726,49152,1173632,491099648
2d-r4-H,4,2d,H,True,0.1,250,250000,5.166259288787842,5.152668476104736,0.1359066367149353,0.0002954100398908,1.7319000959396362,8.952026665003814,27926.63710188954,35.808106660015255,9.092,0.7576666666666667,5.163991580406825,174.86103633780343,49152,1173632,492533248
2d-r4-H,4,2d,H,True,0.1,500,500000,4.455248355865479,4.4431986808776855,0.1204950213432312,0.0002683710764094,1.663636326789856,16.741186703005496,29866.46101439371,33.48237340601099,9.036,0.753,4.458326945702235,86.34293177411195,49152,1173632,492533248
2d-r4-H,4,2d,H,True,0.1,1000,1000000,4.40126895904541,4.387944221496582,0.133247509598732,0.0001623869018208,2.0751020908355717,32.24809303900702,31009.585552559915,32.24809303900702,9.008,0.7506666666666666,4.057646945118904,57.83805471551676,49152,1173632,492533248
2d-r4-H,4,2d,H,True,0.1,2000,2000000,3.921589374542236,3.9094388484954834,0.1215059161186218,0.0,2.061251163482666,62.95910939300029,31766.65012072673,31.479554696500145,8.9765,0.7480416666666666,3.882207815845808,48.53124492833162,49152,1173632,492533248
